,Season,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HY,AY,HR,AR,HO,AO,OddH,OddD,OddA,Margin,ProbH,ProbD,ProbA
47697,2007-2008,E0,2008-01-20,Man City,West Ham,1.0,1.0,D,1.0,1.0,D,P Dowd,11.0,11.0,6.0,5.0,15.0,20.0,2.0,4.0,0.0,0.0,,,2.0,3.4,3.8,0.019091847265221878,0.4809081527347781,0.27502579979360164,0.24406604747162022
47698,2007-2008,E0,2008-01-20,Wigan,Everton,1.0,2.0,A,0.0,2.0,A,L Probert,14.0,11.0,3.0,6.0,15.0,15.0,1.0,2.0,0.0,0.0,,,3.25,3.25,2.25,0.019943019943019946,0.28774928774928776,0.28774928774928776,0.4245014245014245
47699,2007-2008,E0,2008-01-21,Liverpool,Aston Villa,2.0,2.0,D,1.0,0.0,H,M Clattenburg,17.0,4.0,7.0,3.0,11.0,15.0,2.0,2.0,0.0,0.0,,,1.61,3.75,6.0,0.01815044858523122,0.602967563837129,0.24851621808143545,0.14851621808143545
47700,2007-2008,E0,2008-01-26,Aston Villa,Blackburn,1.0,1.0,D,0.0,0.0,D,H Webb,5.0,9.0,3.0,4.0,14.0,15.0,0.0,2.0,0.0,0.0,,,1.9,3.4,4.2,0.0195095582092486,0.5068062312644356,0.27460808884957494,0.21858567988598948
47701,2007-2008,E0,2008-01-29,Arsenal,Newcastle,3.0,0.0,H,1.0,0.0,H,M Riley,10.0,7.0,4.0,3.0,11.0,15.0,1.0,3.0,0.0,0.0,,,1.28,5.0,13.0,0.01939102564102561,0.7618589743589744,0.1806089743589744,0.057532051282051314
47702,2007-2008,E0,2008-01-29,Bolton,Fulham,0.0,0.0,D,0.0,0.0,D,M Clattenburg,13.0,9.0,4.0,4.0,11.0,14.0,0.0,0.0,0.0,0.0,,,1.9,3.4,4.2,0.0195095582092486,0.5068062312644356,0.27460808884957494,0.21858567988598948
47703,2007-2008,E0,2008-01-29,Middlesbrough,Wigan,1.0,0.0,H,1.0,0.0,H,R Styles,7.0,10.0,3.0,6.0,12.0,13.0,0.0,1.0,0.0,0.0,,,1.9,3.3,4.33,0.02009765824035914,0.506218131233325,0.2829326447899439,0.21084922397673092
47704,2007-2008,E0,2008-01-29,Sunderland,Birmingham,2.0,0.0,H,1.0,0.0,H,M Halsey,9.0,5.0,6.0,2.0,9.0,18.0,1.0,3.0,0.0,0.0,,,2.3,3.25,3.2,0.01832497212931994,0.4164576365663323,0.28936733556298777,0.29417502787068006
47705,2007-2008,E0,2008-01-30,Chelsea,Reading,1.0,0.0,H,1.0,0.0,H,M Dean,16.0,7.0,10.0,2.0,13.0,9.0,0.0,0.0,0.0,0.0,,,1.22,6.0,15.0,0.017668488160291467,0.8020036429872496,0.1489981785063752,0.048998178506375195
47706,2007-2008,E0,2008-01-30,Derby,Man City,1.0,1.0,D,0.0,0.0,D,S Bennett,12.0,10.0,6.0,5.0,11.0,11.0,1.0,1.0,0.0,0.0,,,5.0,3.6,1.72,0.019724375538329026,0.18027562446167097,0.2580534022394488,0.5616709732988803
47707,2007-2008,E0,2008-01-30,Everton,Tottenham,0.0,0.0,D,0.0,0.0,D,A Marriner,11.0,5.0,6.0,4.0,14.0,12.0,1.0,1.0,0.0,0.0,,,2.37,3.25,3.1,0.017404627041213372,0.4045363012288288,0.29028768065109434,0.30517601812007694
47708,2007-2008,E0,2008-01-30,Man United,Portsmouth,2.0,0.0,H,2.0,0.0,H,M Atkinson,25.0,3.0,14.0,3.0,9.0,11.0,0.0,1.0,0.0,0.0,,,1.25,5.5,13.0,0.0195804195804196,0.7804195804195805,0.16223776223776223,0.057342657342657324
47709,2007-2008,E0,2008-01-30,West Ham,Liverpool,1.0,0.0,H,0.0,0.0,D,A Wiley,8.0,13.0,2.0,5.0,11.0,19.0,0.0,3.0,0.0,0.0,,,4.0,3.5,1.9,0.020676691729323293,0.2293233082706767,0.2650375939849624,0.5056390977443609
47710,2007-2008,E0,2008-02-02,Birmingham,Derby,1.0,1.0,D,0.0,0.0,D,P Walton,11.0,6.0,7.0,3.0,7.0,11.0,1.0,5.0,0.0,0.0,,,1.61,3.5,6.5,0.02022615066093329,0.600891861761427,0.2654881350533524,0.13362000318522058
47711,2007-2008,E0,2008-02-02,Blackburn,Everton,0.0,0.0,D,0.0,0.0,D,A Wiley,13.0,10.0,3.0,4.0,18.0,15.0,4.0,2.0,0.0,0.0,,,2.37,3.2,3.1,0.01900719114377747,0.4029337371262647,0.29349280885622253,0.30357345401751284
47712,2007-2008,E0,2008-02-02,Liverpool,Sunderland,3.0,0.0,H,0.0,0.0,D,R Styles,14.0,6.0,11.0,3.0,8.0,10.0,1.0,2.0,0.0,0.0,,,1.3,5.0,12.0,0.01752136752136746,0.7517094017094017,0.18247863247863255,0.06581196581196587
47713,2007-2008,E0,2008-02-02,Man City,Arsenal,1.0,3.0,A,1.0,2.0,A,A Marriner,5.0,14.0,2.0,9.0,7.0,7.0,2.0,0.0,0.0,0.0,,,4.5,3.6,1.8,0.018518518518518528,0.2037037037037037,0.25925925925925924,0.5370370370370371
47714,2007-2008,E0,2008-02-02,Portsmouth,Chelsea,1.0,1.0,D,0.0,0.0,D,H Webb,17.0,20.0,6.0,12.0,13.0,12.0,2.0,0.0,0.0,0.0,,,5.25,3.5,1.72,0.0191952750092285,0.17128091546696197,0.2665190107050572,0.5622000738279809
47715,2007-2008,E0,2008-02-02,Reading,Bolton,0.0,2.0,A,0.0,1.0,A,P Dowd,9.0,8.0,6.0,4.0,14.0,16.0,3.0,1.0,0.0,0.0,,,2.15,3.25,3.5,0.019507624158786967,0.44560865491098045,0.2881846835335207,0.2662066615554987
47716,2007-2008,E0,2008-02-02,Tottenham,Man United,1.0,1.0,D,1.0,0.0,H,M Clattenburg,10.0,16.0,8.0,10.0,18.0,10.0,3.0,7.0,0.0,0.0,,,4.5,3.5,1.83,0.01812819845606728,0.20409402376615493,0.2675860872582184,0.5283198889756267
47717,2007-2008,E0,2008-02-02,Wigan,West Ham,1.0,0.0,H,1.0,0.0,H,M Atkinson,10.0,5.0,3.0,1.0,11.0,12.0,1.0,3.0,0.0,0.0,,,2.62,3.25,2.7,0.019914022458551745,0.36176536685442534,0.287778285233756,0.3504563479118186
47718,2007-2008,E0,2008-02-03,Fulham,Aston Villa,2.0,1.0,H,0.0,0.0,D,C Foy,11.0,11.0,8.0,6.0,9.0,13.0,1.0,2.0,0.0,0.0,,,3.25,3.25,2.25,0.019943019943019946,0.28774928774928776,0.28774928774928776,0.4245014245014245
47719,2007-2008,E0,2008-02-03,Newcastle,Middlesbrough,1.0,1.0,D,0.0,0.0,D,M Dean,10.0,19.0,8.0,11.0,13.0,11.0,1.0,4.0,0.0,0.0,,,2.0,3.25,4.0,0.019230769230769235,0.4807692307692308,0.2884615384615385,0.23076923076923075
47720,2007-2008,E0,2008-02-09,Aston Villa,Newcastle,4.0,1.0,H,0.0,1.0,A,L Mason,13.0,5.0,8.0,3.0,19.0,11.0,2.0,1.0,0.0,0.0,,,1.83,3.5,4.5,0.01812819845606728,0.5283198889756267,0.2675860872582184,0.20409402376615493
47721,2007-2008,E0,2008-02-09,Bolton,Portsmouth,0.0,1.0,A,0.0,0.0,D,P Walton,19.0,7.0,10.0,4.0,12.0,14.0,1.0,1.0,0.0,0.0,,,2.5,3.25,2.87,0.018708121147145523,0.3812918788528545,0.28898418654516217,0.32972393460198335
47722,2007-2008,E0,2008-02-09,Derby,Tottenham,0.0,3.0,A,0.0,0.0,D,M Atkinson,10.0,13.0,6.0,8.0,14.0,10.0,3.0,1.0,0.0,0.0,,,6.5,4.0,1.53,0.019146975029327978,0.1346991788168259,0.23085302497067203,0.6344477962125021
47723,2007-2008,E0,2008-02-09,Everton,Reading,1.0,0.0,H,0.0,0.0,D,M Halsey,11.0,14.0,6.0,5.0,13.0,13.0,0.0,0.0,0.0,0.0,,,1.53,4.0,6.5,0.019146975029327978,0.6344477962125021,0.23085302497067203,0.1346991788168259
47724,2007-2008,E0,2008-02-09,Middlesbrough,Fulham,1.0,0.0,H,1.0,0.0,H,P Dowd,11.0,10.0,6.0,5.0,12.0,10.0,1.0,2.0,0.0,0.0,,,1.9,3.4,4.2,0.0195095582092486,0.5068062312644356,0.27460808884957494,0.21858567988598948
47725,2007-2008,E0,2008-02-09,Sunderland,Wigan,2.0,0.0,H,1.0,0.0,H,M Dean,9.0,21.0,4.0,11.0,13.0,6.0,0.0,1.0,0.0,0.0,,,2.1,3.3,3.6,0.018999518999519054,0.4571909571909571,0.28403078403078397,0.2587782587782587
47726,2007-2008,E0,2008-02-09,West Ham,Birmingham,1.0,1.0,D,1.0,1.0,D,M Clattenburg,18.0,5.0,10.0,3.0,12.0,20.0,0.0,5.0,1.0,0.0,,,1.8,3.6,4.5,0.018518518518518528,0.5370370370370371,0.25925925925925924,0.2037037037037037
47727,2007-2008,E0,2008-02-10,Chelsea,Liverpool,0.0,0.0,D,0.0,0.0,D,M Riley,5.0,10.0,3.0,4.0,14.0,18.0,3.0,2.0,0.0,0.0,,,1.9,3.2,4.5,0.020346003898635463,0.5059697855750487,0.29215399610136455,0.20187621832358674
47728,2007-2008,E0,2008-02-10,Man United,Man City,1.0,2.0,A,0.0,2.0,A,H Webb,19.0,9.0,9.0,7.0,6.0,11.0,1.0,0.0,0.0,0.0,,,1.28,5.0,13.0,0.01939102564102561,0.7618589743589744,0.1806089743589744,0.057532051282051314
47729,2007-2008,E0,2008-02-11,Arsenal,Blackburn,2.0,0.0,H,1.0,0.0,H,S Bennett,13.0,6.0,9.0,2.0,12.0,6.0,1.0,0.0,0.0,0.0,,,1.33,4.75,11.0,0.017771701982228254,0.734107997265892,0.19275461380724543,0.07313738892686265
47730,2007-2008,E0,2008-02-23,Birmingham,Arsenal,2.0,2.0,D,1.0,0.0,H,M Dean,2.0,26.0,1.0,13.0,9.0,13.0,0.0,2.0,1.0,0.0,,,7.0,4.0,1.5,0.019841269841269844,0.12301587301587301,0.23015873015873015,0.6468253968253967
47731,2007-2008,E0,2008-02-23,Fulham,West Ham,0.0,1.0,A,0.0,0.0,D,H Webb,18.0,12.0,14.0,6.0,12.0,17.0,3.0,0.0,1.0,0.0,,,2.7,3.25,2.62,0.019914022458551745,0.3504563479118186,0.287778285233756,0.36176536685442534
47732,2007-2008,E0,2008-02-23,Liverpool,Middlesbrough,3.0,2.0,H,2.0,1.0,H,L Mason,13.0,6.0,8.0,3.0,8.0,11.0,2.0,5.0,0.0,1.0,,,1.4,4.2,9.5,0.019214703425229757,0.6950710108604845,0.21888053467000831,0.08604845446950708
47733,2007-2008,E0,2008-02-23,Newcastle,Man United,1.0,5.0,A,0.0,2.0,A,C Foy,10.0,16.0,5.0,10.0,13.0,12.0,4.0,0.0,0.0,0.0,,,7.0,4.0,1.5,0.019841269841269844,0.12301587301587301,0.23015873015873015,0.6468253968253967
47734,2007-2008,E0,2008-02-23,Portsmouth,Sunderland,1.0,0.0,H,0.0,0.0,D,P Dowd,17.0,5.0,10.0,2.0,13.0,13.0,1.0,2.0,0.0,0.0,,,1.61,3.75,6.0,0.01815044858523122,0.602967563837129,0.24851621808143545,0.14851621808143545
47735,2007-2008,E0,2008-02-23,Wigan,Derby,2.0,0.0,H,0.0,0.0,D,A Wiley,22.0,5.0,18.0,3.0,10.0,12.0,0.0,1.0,0.0,0.0,,,1.61,3.75,6.0,0.01815044858523122,0.602967563837129,0.24851621808143545,0.14851621808143545
47736,2007-2008,E0,2008-02-24,Blackburn,Bolton,4.0,1.0,H,1.0,0.0,H,M Clattenburg,11.0,15.0,6.0,9.0,16.0,21.0,2.0,4.0,0.0,0.0,,,1.83,3.5,4.5,0.01812819845606728,0.5283198889756267,0.2675860872582184,0.20409402376615493
47737,2007-2008,E0,2008-02-24,Reading,Aston Villa,1.0,2.0,A,0.0,1.0,A,M Atkinson,9.0,19.0,6.0,11.0,10.0,15.0,2.0,1.0,0.0,0.0,,,3.1,3.25,2.37,0.017404627041213372,0.30517601812007694,0.29028768065109434,0.4045363012288288
47738,2007-2008,E0,2008-02-25,Man City,Everton,0.0,2.0,A,0.0,2.0,A,R Styles,20.0,13.0,12.0,8.0,7.0,14.0,0.0,1.0,1.0,0.0,,,2.4,3.25,3.0,0.019230769230769235,0.39743589743589747,0.2884615384615385,0.3141025641025641
47739,2007-2008,E0,2008-03-01,Arsenal,Aston Villa,1.0,1.0,D,0.0,1.0,A,M Clattenburg,16.0,5.0,7.0,4.0,8.0,13.0,1.0,2.0,0.0,0.0,,,1.57,3.8,6.5,0.017982241247410585,0.6189604339118251,0.24517565348943152,0.13586391259874328
47740,2007-2008,E0,2008-03-01,Birmingham,Tottenham,4.0,1.0,H,1.0,0.0,H,L Probert,13.0,19.0,10.0,10.0,14.0,10.0,1.0,0.0,0.0,0.0,,,3.75,3.5,2.0,0.01746031746031747,0.24920634920634918,0.26825396825396824,0.48253968253968255
47741,2007-2008,E0,2008-03-01,Derby,Sunderland,0.0,0.0,D,0.0,0.0,D,M Riley,8.0,13.0,4.0,5.0,19.0,15.0,5.0,1.0,0.0,0.0,,,3.25,3.3,2.25,0.01838901838901837,0.28930328930328936,0.2846412846412847,0.42605542605542607
47742,2007-2008,E0,2008-03-01,Fulham,Man United,0.0,3.0,A,0.0,2.0,A,M Dean,13.0,16.0,7.0,10.0,6.0,13.0,0.0,0.0,0.0,0.0,,,10.0,5.0,1.33,0.017293233082706767,0.08270676691729324,0.18270676691729323,0.7345864661654135
47743,2007-2008,E0,2008-03-01,Man City,Wigan,0.0,0.0,D,0.0,0.0,D,S Bennett,12.0,8.0,6.0,5.0,12.0,7.0,0.0,1.0,0.0,0.0,,,1.8,3.5,4.75,0.01726538568643828,0.5382901698691173,0.26844890002784744,0.19326093010303538
47744,2007-2008,E0,2008-03-01,Middlesbrough,Reading,0.0,1.0,A,0.0,0.0,D,H Webb,10.0,6.0,5.0,3.0,10.0,17.0,4.0,5.0,0.0,0.0,,,1.83,3.5,4.5,0.01812819845606728,0.5283198889756267,0.2675860872582184,0.20409402376615493
47745,2007-2008,E0,2008-03-01,Newcastle,Blackburn,0.0,1.0,A,0.0,0.0,D,R Styles,17.0,14.0,9.0,6.0,10.0,7.0,1.0,2.0,0.0,0.0,,,2.6,3.3,2.75,0.017094017094017033,0.36752136752136755,0.285936285936286,0.3465423465423466
47746,2007-2008,E0,2008-03-01,West Ham,Chelsea,0.0,4.0,A,0.0,3.0,A,P Walton,9.0,13.0,7.0,8.0,14.0,6.0,0.0,2.0,0.0,1.0,,,4.5,3.5,1.83,0.01812819845606728,0.20409402376615493,0.2675860872582184,0.5283198889756267
47747,2007-2008,E0,2008-03-02,Bolton,Liverpool,1.0,3.0,A,0.0,1.0,A,P Dowd,7.0,12.0,2.0,9.0,7.0,14.0,2.0,1.0,0.0,0.0,,,4.5,3.6,1.8,0.018518518518518528,0.2037037037037037,0.25925925925925924,0.5370370370370371
47748,2007-2008,E0,2008-03-02,Everton,Portsmouth,3.0,1.0,H,1.0,1.0,D,A Marriner,13.0,9.0,5.0,5.0,12.0,18.0,1.0,1.0,0.0,0.0,,,1.83,3.5,4.5,0.01812819845606728,0.5283198889756267,0.2675860872582184,0.20409402376615493
47749,2007-2008,E0,2008-03-05,Liverpool,West Ham,4.0,0.0,H,1.0,0.0,H,S Bennett,20.0,2.0,11.0,2.0,9.0,15.0,0.0,3.0,0.0,0.0,,,1.44,4.33,7.5,0.019574886664955955,0.6748695577794884,0.2113719955521341,0.11375844666837738
47750,2007-2008,E0,2008-03-08,Blackburn,Fulham,1.0,1.0,D,0.0,0.0,D,M Riley,14.0,8.0,4.0,4.0,19.0,16.0,2.0,2.0,0.0,0.0,,,1.53,4.0,6.5,0.019146975029327978,0.6344477962125021,0.23085302497067203,0.1346991788168259
47751,2007-2008,E0,2008-03-08,Liverpool,Newcastle,3.0,0.0,H,2.0,0.0,H,P Walton,15.0,6.0,13.0,4.0,8.0,7.0,1.0,0.0,0.0,0.0,,,1.36,4.5,10.0,0.019172113289760356,0.7161220043572984,0.20305010893246186,0.08082788671023965
47752,2007-2008,E0,2008-03-08,Reading,Man City,2.0,0.0,H,0.0,0.0,D,U Rennie,13.0,12.0,8.0,5.0,9.0,11.0,0.0,2.0,0.0,0.0,,,2.5,3.25,2.87,0.018708121147145523,0.3812918788528545,0.28898418654516217,0.32972393460198335
47753,2007-2008,E0,2008-03-09,Sunderland,Everton,0.0,1.0,A,0.0,0.0,D,A Wiley,9.0,7.0,6.0,6.0,17.0,9.0,2.0,1.0,0.0,0.0,,,3.5,3.4,2.1,0.01867413632119508,0.2670401493930906,0.27544351073762846,0.4575163398692811
47754,2007-2008,E0,2008-03-09,Tottenham,West Ham,4.0,0.0,H,2.0,0.0,H,C Foy,18.0,8.0,11.0,4.0,6.0,17.0,0.0,2.0,0.0,1.0,,,1.8,3.6,4.5,0.018518518518518528,0.5370370370370371,0.25925925925925924,0.2037037037037037
47755,2007-2008,E0,2008-03-09,Wigan,Arsenal,0.0,0.0,D,0.0,0.0,D,R Styles,6.0,10.0,3.0,6.0,10.0,8.0,2.0,2.0,0.0,0.0,,,6.5,3.8,1.57,0.017982241247410508,0.13586391259874334,0.24517565348943157,0.6189604339118251
47756,2007-2008,E0,2008-03-12,Aston Villa,Middlesbrough,1.0,1.0,D,0.0,1.0,A,S Bennett,5.0,10.0,3.0,2.0,15.0,21.0,0.0,4.0,0.0,0.0,,,1.61,3.75,6.0,0.01815044858523122,0.602967563837129,0.24851621808143545,0.14851621808143545
47757,2007-2008,E0,2008-03-12,Chelsea,Derby,6.0,1.0,H,2.0,0.0,H,C Foy,14.0,4.0,10.0,3.0,7.0,17.0,0.0,1.0,0.0,0.0,,,1.1,9.0,26.0,0.01955451955451955,0.8895363895363895,0.09155659155659156,0.018907018907018912
47758,2007-2008,E0,2008-03-12,Portsmouth,Birmingham,4.0,2.0,H,2.0,2.0,D,S Tanner,13.0,7.0,9.0,5.0,8.0,10.0,0.0,1.0,0.0,0.0,,,1.83,3.5,4.5,0.01812819845606728,0.5283198889756267,0.2675860872582184,0.20409402376615493
47759,2007-2008,E0,2008-03-15,Arsenal,Middlesbrough,1.0,1.0,D,0.0,1.0,A,M Halsey,17.0,4.0,9.0,1.0,7.0,10.0,0.0,2.0,0.0,1.0,,,1.25,5.5,13.0,0.0195804195804196,0.7804195804195805,0.16223776223776223,0.057342657342657324
47760,2007-2008,E0,2008-03-15,Derby,Man United,0.0,1.0,A,0.0,0.0,D,P Dowd,10.0,17.0,8.0,9.0,13.0,7.0,4.0,1.0,0.0,0.0,,,17.0,7.0,1.16,0.021249879262049687,0.03757365014971502,0.12160726359509316,0.8408190862551917
47761,2007-2008,E0,2008-03-15,Liverpool,Reading,2.0,1.0,H,1.0,1.0,D,A Marriner,19.0,7.0,8.0,3.0,7.0,22.0,0.0,5.0,0.0,0.0,,,1.25,5.5,13.0,0.0195804195804196,0.7804195804195805,0.16223776223776223,0.057342657342657324
47762,2007-2008,E0,2008-03-15,Portsmouth,Aston Villa,2.0,0.0,H,2.0,0.0,H,C Foy,13.0,16.0,5.0,10.0,17.0,13.0,3.0,1.0,1.0,1.0,,,2.37,3.25,3.1,0.017404627041213372,0.4045363012288288,0.29028768065109434,0.30517601812007694
47763,2007-2008,E0,2008-03-15,Sunderland,Chelsea,0.0,1.0,A,0.0,1.0,A,M Dean,11.0,11.0,4.0,3.0,8.0,9.0,2.0,1.0,0.0,0.0,,,8.0,4.2,1.44,0.019179894179894186,0.10582010582010581,0.2189153439153439,0.6752645502645502
47764,2007-2008,E0,2008-03-15,West Ham,Blackburn,2.0,1.0,H,1.0,1.0,D,M Atkinson,12.0,9.0,6.0,5.0,11.0,13.0,1.0,3.0,0.0,0.0,,,2.5,3.3,2.87,0.01715411959314402,0.382845880406856,0.28587618343715904,0.3312779361559849
47765,2007-2008,E0,2008-03-16,Fulham,Everton,1.0,0.0,H,0.0,0.0,D,S Bennett,10.0,7.0,2.0,4.0,14.0,6.0,1.0,0.0,0.0,0.0,,,3.5,3.4,2.1,0.01867413632119508,0.2670401493930906,0.27544351073762846,0.4575163398692811
47766,2007-2008,E0,2008-03-16,Man City,Tottenham,2.0,1.0,H,0.0,1.0,A,M Clattenburg,13.0,12.0,8.0,7.0,11.0,3.0,0.0,0.0,0.0,0.0,,,2.6,3.3,2.7,0.019338686005352674,0.3652766986100319,0.2836916170249504,0.3510316843650177
47767,2007-2008,E0,2008-03-16,Wigan,Bolton,1.0,0.0,H,1.0,0.0,H,S Tanner,10.0,12.0,7.0,7.0,16.0,13.0,2.0,3.0,1.0,0.0,,,2.25,3.3,3.25,0.01838901838901837,0.42605542605542607,0.2846412846412847,0.28930328930328936
47768,2007-2008,E0,2008-03-17,Birmingham,Newcastle,1.0,1.0,D,1.0,0.0,H,H Webb,12.0,13.0,4.0,7.0,8.0,12.0,2.0,2.0,0.0,0.0,,,2.2,3.25,3.4,0.018785136432195298,0.4357603181132592,0.2889071712601124,0.2753325106266282
47769,2007-2008,E0,2008-03-19,Man United,Bolton,2.0,0.0,H,2.0,0.0,H,A Wiley,21.0,14.0,12.0,10.0,12.0,14.0,0.0,2.0,0.0,0.0,,,1.16,7.0,17.0,0.021249879262049687,0.8408190862551917,0.12160726359509316,0.03757365014971502
47770,2007-2008,E0,2008-03-19,Tottenham,Chelsea,4.0,4.0,D,1.0,2.0,A,M Riley,10.0,10.0,9.0,8.0,10.0,16.0,2.0,2.0,0.0,0.0,,,3.6,3.3,2.1,0.018999518999519054,0.2587782587782587,0.28403078403078397,0.4571909571909571
47771,2007-2008,E0,2008-03-22,Aston Villa,Sunderland,0.0,1.0,A,0.0,0.0,D,H Webb,9.0,12.0,3.0,3.0,9.0,11.0,0.0,2.0,0.0,0.0,,,1.57,3.8,6.5,0.017982241247410585,0.6189604339118251,0.24517565348943152,0.13586391259874328
47772,2007-2008,E0,2008-03-22,Blackburn,Wigan,3.0,1.0,H,2.0,1.0,H,M Dean,11.0,14.0,7.0,7.0,19.0,15.0,1.0,3.0,1.0,1.0,,,1.72,3.6,5.0,0.019724375538329026,0.5616709732988803,0.2580534022394488,0.18027562446167097
47773,2007-2008,E0,2008-03-22,Bolton,Man City,0.0,0.0,D,0.0,0.0,D,A Marriner,17.0,7.0,7.0,4.0,9.0,14.0,1.0,0.0,0.0,0.0,,,2.37,3.3,3.0,0.019434854877892798,0.40250607339214933,0.2835954481524102,0.3138984784554405
47774,2007-2008,E0,2008-03-22,Everton,West Ham,1.0,1.0,D,1.0,0.0,H,M Halsey,14.0,13.0,7.0,5.0,10.0,10.0,0.0,0.0,0.0,0.0,,,1.72,3.6,5.0,0.019724375538329026,0.5616709732988803,0.2580534022394488,0.18027562446167097
47775,2007-2008,E0,2008-03-22,Middlesbrough,Derby,1.0,0.0,H,1.0,0.0,H,M Atkinson,6.0,5.0,3.0,1.0,9.0,10.0,2.0,1.0,0.0,0.0,,,1.44,4.2,8.0,0.019179894179894186,0.6752645502645502,0.2189153439153439,0.10582010582010581
47776,2007-2008,E0,2008-03-22,Newcastle,Fulham,2.0,0.0,H,1.0,0.0,H,A Wiley,15.0,9.0,9.0,5.0,9.0,5.0,0.0,1.0,0.0,0.0,,,1.8,3.5,4.75,0.01726538568643828,0.5382901698691173,0.26844890002784744,0.19326093010303538
47777,2007-2008,E0,2008-03-22,Reading,Birmingham,2.0,1.0,H,1.0,0.0,H,M Riley,13.0,13.0,8.0,7.0,16.0,15.0,0.0,1.0,0.0,0.0,,,2.0,3.5,3.75,0.01746031746031747,0.48253968253968255,0.26825396825396824,0.24920634920634918
47778,2007-2008,E0,2008-03-22,Tottenham,Portsmouth,2.0,0.0,H,0.0,0.0,D,P Dowd,17.0,4.0,8.0,4.0,8.0,13.0,0.0,1.0,0.0,0.0,,,1.9,3.5,4.0,0.020676691729323293,0.5056390977443609,0.2650375939849624,0.2293233082706767
47779,2007-2008,E0,2008-03-23,Chelsea,Arsenal,2.0,1.0,H,0.0,0.0,D,M Clattenburg,11.0,7.0,8.0,5.0,10.0,13.0,3.0,1.0,0.0,0.0,,,2.2,3.2,3.5,0.017586580086580057,0.4369588744588745,0.29491341991341996,0.26812770562770566
47780,2007-2008,E0,2008-03-23,Man United,Liverpool,3.0,0.0,H,1.0,0.0,H,S Bennett,22.0,8.0,15.0,4.0,11.0,12.0,1.0,3.0,0.0,1.0,,,2.0,3.3,4.0,0.017676767676767662,0.4823232323232323,0.28535353535353536,0.23232323232323235
47781,2007-2008,E0,2008-03-29,Birmingham,Man City,3.0,1.0,H,1.0,0.0,H,R Styles,10.0,8.0,7.0,4.0,13.0,10.0,0.0,2.0,1.0,0.0,,,2.4,3.3,3.0,0.017676767676767662,0.398989898989899,0.28535353535353536,0.31565656565656564
47782,2007-2008,E0,2008-03-29,Bolton,Arsenal,2.0,3.0,A,2.0,0.0,H,C Foy,13.0,17.0,9.0,8.0,12.0,10.0,2.0,2.0,0.0,1.0,,,5.0,3.6,1.72,0.019724375538329026,0.18027562446167097,0.2580534022394488,0.5616709732988803
47783,2007-2008,E0,2008-03-29,Derby,Fulham,2.0,2.0,D,1.0,1.0,D,M Dean,19.0,9.0,13.0,4.0,18.0,16.0,2.0,4.0,0.0,0.0,,,3.0,3.3,2.4,0.017676767676767662,0.31565656565656564,0.28535353535353536,0.398989898989899
47784,2007-2008,E0,2008-03-29,Man United,Aston Villa,4.0,0.0,H,2.0,0.0,H,M Halsey,14.0,13.0,7.0,6.0,7.0,5.0,1.0,1.0,0.0,0.0,,,1.3,5.0,12.0,0.01752136752136746,0.7517094017094017,0.18247863247863255,0.06581196581196587
47785,2007-2008,E0,2008-03-29,Portsmouth,Wigan,2.0,0.0,H,1.0,0.0,H,A Wiley,12.0,17.0,7.0,9.0,10.0,13.0,1.0,2.0,0.0,0.0,,,1.8,3.6,4.5,0.018518518518518528,0.5370370370370371,0.25925925925925924,0.2037037037037037
47786,2007-2008,E0,2008-03-29,Reading,Blackburn,0.0,0.0,D,0.0,0.0,D,M Clattenburg,8.0,9.0,2.0,6.0,10.0,15.0,3.0,5.0,1.0,0.0,,,2.4,3.3,3.0,0.017676767676767662,0.398989898989899,0.28535353535353536,0.31565656565656564
47787,2007-2008,E0,2008-03-29,Sunderland,West Ham,2.0,1.0,H,1.0,1.0,D,A Marriner,22.0,10.0,12.0,4.0,9.0,10.0,2.0,1.0,0.0,0.0,,,2.25,3.3,3.25,0.01838901838901837,0.42605542605542607,0.2846412846412847,0.28930328930328936
47788,2007-2008,E0,2008-03-30,Chelsea,Middlesbrough,1.0,0.0,H,1.0,0.0,H,P Dowd,16.0,7.0,6.0,3.0,11.0,9.0,1.0,1.0,0.0,0.0,,,1.3,5.0,12.0,0.01752136752136746,0.7517094017094017,0.18247863247863255,0.06581196581196587
47789,2007-2008,E0,2008-03-30,Liverpool,Everton,1.0,0.0,H,1.0,0.0,H,H Webb,15.0,3.0,9.0,2.0,13.0,14.0,1.0,4.0,0.0,0.0,,,1.72,3.6,5.0,0.019724375538329026,0.5616709732988803,0.2580534022394488,0.18027562446167097
47790,2007-2008,E0,2008-03-30,Tottenham,Newcastle,1.0,4.0,A,1.0,1.0,D,S Bennett,18.0,17.0,10.0,9.0,10.0,8.0,1.0,1.0,0.0,0.0,,,1.66,3.6,5.5,0.02066853271672553,0.5817411058374914,0.25710924506105226,0.1611496491014563
47791,2007-2008,E0,2008-04-05,Arsenal,Liverpool,1.0,1.0,D,0.0,1.0,A,P Dowd,8.0,11.0,6.0,4.0,10.0,10.0,1.0,2.0,0.0,0.0,,,2.1,3.2,3.75,0.01845238095238096,0.4577380952380952,0.29404761904761906,0.2482142857142857
