,Season,Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,FTR,HTHG,HTAG,HTR,Referee,HS,AS,HST,AST,HF,AF,HY,AY,HR,AR,HO,AO,OddH,OddD,OddA,Margin,ProbH,ProbD,ProbA
133219,2018-2019,E0,2019-04-13,Tottenham,Huddersfield,4.0,0.0,H,2.0,0.0,H,L Mason,22.0,7.0,5.0,1.0,10.0,12.0,2.0,2.0,0.0,0.0,,,1.22,7.0,15.0,0.009731980223783484,0.8099401509237575,0.13312516263335936,0.05693468644288318
133220,2018-2019,E0,2019-04-14,Crystal Palace,Man City,1.0,3.0,A,0.0,1.0,A,M Atkinson,7.0,20.0,3.0,6.0,5.0,11.0,0.0,0.0,0.0,0.0,,,11.0,6.0,1.3,0.00893550893550891,0.081973581973582,0.15773115773115776,0.7602952602952603
133221,2018-2019,E0,2019-04-14,Liverpool,Chelsea,2.0,0.0,H,0.0,0.0,D,M Oliver,15.0,6.0,7.0,3.0,5.0,9.0,0.0,1.0,0.0,0.0,,,1.66,4.2,5.25,0.010327022375215137,0.5920826161790018,0.22776821572002295,0.18014916810097534
133222,2018-2019,E0,2019-04-15,Watford,Arsenal,0.0,1.0,A,0.0,1.0,A,C Pawson,11.0,19.0,3.0,6.0,12.0,8.0,2.0,0.0,1.0,0.0,,,3.2,3.75,2.25,0.007870370370370342,0.30462962962962964,0.2587962962962963,0.43657407407407406
133223,2018-2019,E0,2019-04-16,Brighton,Cardiff,0.0,2.0,A,0.0,1.0,A,A Marriner,14.0,10.0,2.0,3.0,11.0,13.0,0.0,1.0,0.0,0.0,,,2.0,3.3,4.5,0.00841750841750836,0.4915824915824916,0.29461279461279466,0.21380471380471386
133224,2018-2019,E0,2019-04-20,Bournemouth,Fulham,0.0,1.0,A,0.0,0.0,D,D Coote,15.0,17.0,5.0,5.0,11.0,18.0,1.0,3.0,0.0,0.0,,,1.65,4.4,5.25,0.007936507936507908,0.5981240981240982,0.21933621933621936,0.18253968253968256
133225,2018-2019,E0,2019-04-20,Huddersfield,Watford,1.0,2.0,A,0.0,1.0,A,R East,13.0,11.0,3.0,6.0,15.0,9.0,2.0,2.0,0.0,0.0,,,4.4,3.9,1.85,0.008074508074508083,0.2191982191982192,0.24833574833574837,0.5324660324660324
133226,2018-2019,E0,2019-04-20,Man City,Tottenham,1.0,0.0,H,1.0,0.0,H,M Oliver,15.0,10.0,4.0,4.0,11.0,11.0,1.0,2.0,0.0,0.0,,,1.3,6.0,11.0,0.00893550893550891,0.7602952602952603,0.15773115773115776,0.081973581973582
133227,2018-2019,E0,2019-04-20,Newcastle,Southampton,3.0,1.0,H,2.0,0.0,H,A Taylor,15.0,15.0,6.0,3.0,5.0,11.0,0.0,2.0,0.0,0.0,,,2.55,3.2,3.1,0.009079169302129486,0.3830776934429686,0.3034208306978705,0.3135014758591608
133228,2018-2019,E0,2019-04-20,West Ham,Leicester,2.0,2.0,D,1.0,0.0,H,L Probert,11.0,11.0,3.0,5.0,8.0,9.0,2.0,0.0,0.0,0.0,,,3.3,3.5,2.3,0.00784239914674704,0.295187903883556,0.27787188656753864,0.42694020954890516
133229,2018-2019,E0,2019-04-20,Wolves,Brighton,0.0,0.0,D,0.0,0.0,D,C Pawson,22.0,5.0,5.0,0.0,0.0,8.0,0.0,1.0,0.0,0.0,,,1.75,3.5,6.0,0.007936507936507908,0.5634920634920635,0.2777777777777778,0.15873015873015875
133230,2018-2019,E0,2019-04-21,Arsenal,Crystal Palace,2.0,3.0,A,0.0,1.0,A,J Moss,12.0,16.0,5.0,7.0,15.0,12.0,4.0,1.0,0.0,0.0,,,1.53,4.6,6.5,0.008277409811936623,0.6453173614298935,0.2091138945358895,0.14556874403421724
133231,2018-2019,E0,2019-04-21,Cardiff,Liverpool,0.0,2.0,A,0.0,0.0,D,M Atkinson,7.0,17.0,2.0,6.0,6.0,5.0,1.0,1.0,0.0,0.0,,,17.0,7.5,1.2,0.00849673202614376,0.050326797385620944,0.12483660130718957,0.8248366013071896
133232,2018-2019,E0,2019-04-21,Everton,Man United,4.0,0.0,H,2.0,0.0,H,P Tierney,15.0,7.0,8.0,1.0,11.0,7.0,1.0,1.0,0.0,0.0,,,3.25,3.5,2.3,0.009396400700748542,0.29829590699155917,0.27631788501353716,0.4253862079949037
133233,2018-2019,E0,2019-04-22,Chelsea,Burnley,2.0,2.0,D,2.0,2.0,D,K Friend,22.0,6.0,9.0,3.0,9.0,4.0,2.0,1.0,0.0,0.0,,,1.25,6.25,15.0,0.008888888888888946,0.7911111111111111,0.15111111111111106,0.05777777777777772
133234,2018-2019,E0,2019-04-23,Tottenham,Brighton,1.0,0.0,H,0.0,0.0,D,C Kavanagh,29.0,6.0,5.0,1.0,7.0,13.0,1.0,2.0,0.0,0.0,,,1.28,6.0,13.0,0.008279914529914537,0.7729700854700855,0.15838675213675213,0.06864316239316239
133235,2018-2019,E0,2019-04-23,Watford,Southampton,1.0,1.0,D,0.0,1.0,A,M Dean,15.0,8.0,4.0,4.0,10.0,14.0,5.0,2.0,0.0,0.0,,,2.25,3.5,3.4,0.008092125739184533,0.43635231870525987,0.27762215997510115,0.286025521319639
133236,2018-2019,E0,2019-04-24,Man United,Man City,0.0,2.0,A,0.0,0.0,D,A Marriner,12.0,8.0,1.0,5.0,10.0,10.0,2.0,2.0,0.0,0.0,,,7.5,5.0,1.44,0.009259259259259226,0.1240740740740741,0.1907407407407408,0.6851851851851852
133237,2018-2019,E0,2019-04-24,Wolves,Arsenal,3.0,1.0,H,3.0,0.0,H,S Attwell,11.0,11.0,3.0,1.0,12.0,9.0,2.0,3.0,0.0,0.0,,,2.9,3.5,2.55,0.007566244888760121,0.33726134131813645,0.2781480408255256,0.38459061785633797
133238,2018-2019,E0,2019-04-26,Liverpool,Huddersfield,5.0,0.0,H,3.0,0.0,H,K Friend,21.0,5.0,7.0,1.0,5.0,14.0,0.0,0.0,0.0,0.0,,,1.07,15.0,41.0,0.00854544994048075,0.9260339893118557,0.05812121672618591,0.015844793961958273
133239,2018-2019,E0,2019-04-27,Brighton,Newcastle,1.0,1.0,D,0.0,1.0,A,M Dean,9.0,9.0,2.0,1.0,7.0,10.0,2.0,3.0,0.0,0.0,,,2.3,3.2,3.6,0.008353462157810002,0.4264291465378422,0.30414653784219,0.26942431561996777
133240,2018-2019,E0,2019-04-27,Crystal Palace,Everton,0.0,0.0,D,0.0,0.0,D,L Mason,8.0,22.0,0.0,3.0,9.0,15.0,2.0,0.0,0.0,0.0,,,2.62,3.5,2.8,0.008178844056706621,0.37350054525627047,0.2775354416575791,0.34896401308615055
133241,2018-2019,E0,2019-04-27,Fulham,Cardiff,1.0,0.0,H,0.0,0.0,D,C Kavanagh,8.0,13.0,2.0,8.0,10.0,8.0,0.0,0.0,0.0,0.0,,,2.4,3.6,3.0,0.009259259259259226,0.40740740740740744,0.26851851851851855,0.32407407407407407
133242,2018-2019,E0,2019-04-27,Southampton,Bournemouth,3.0,3.0,D,1.0,2.0,A,G Scott,22.0,9.0,7.0,5.0,8.0,9.0,2.0,1.0,0.0,0.0,,,1.9,3.9,4.1,0.008876161636110306,0.5174396278375739,0.24753409477414615,0.23502627738827997
133243,2018-2019,E0,2019-04-27,Tottenham,West Ham,0.0,1.0,A,0.0,0.0,D,A Taylor,14.0,16.0,4.0,7.0,3.0,8.0,0.0,2.0,0.0,0.0,,,1.4,5.5,7.5,0.009812409812409792,0.7044733044733045,0.17200577200577202,0.12352092352092355
133244,2018-2019,E0,2019-04-27,Watford,Wolves,1.0,2.0,A,0.0,1.0,A,S Hooper,10.0,11.0,1.0,4.0,10.0,11.0,3.0,2.0,0.0,0.0,,,2.62,3.3,2.9,0.009845759516725542,0.3718336297962515,0.2931845435135775,0.334981826690171
133245,2018-2019,E0,2019-04-28,Burnley,Man City,0.0,1.0,A,0.0,0.0,D,P Tierney,2.0,25.0,0.0,7.0,5.0,7.0,1.0,1.0,0.0,0.0,,,23.0,9.0,1.14,0.010594118145605588,0.032884142723959627,0.10051699296550552,0.8665988643105348
133246,2018-2019,E0,2019-04-28,Leicester,Arsenal,3.0,0.0,H,0.0,0.0,D,M Oliver,24.0,6.0,12.0,1.0,13.0,13.0,3.0,1.0,0.0,1.0,,,2.75,3.6,2.6,0.008676508676508673,0.354959854959855,0.26910126910126914,0.3759388759388759
133247,2018-2019,E0,2019-04-28,Man United,Chelsea,1.0,1.0,D,1.0,1.0,D,M Atkinson,7.0,16.0,5.0,3.0,9.0,14.0,3.0,2.0,0.0,0.0,,,2.7,3.5,2.7,0.008818342151675504,0.36155202821869487,0.2768959435626102,0.36155202821869487
133248,2018-2019,E0,2019-05-03,Everton,Burnley,2.0,0.0,H,2.0,0.0,H,C Kavanagh,20.0,5.0,6.0,1.0,8.0,9.0,0.0,2.0,0.0,0.0,,,1.66,4.0,5.75,0.008774227344159261,0.5936354112100577,0.24122577265584075,0.1651388161341016
133249,2018-2019,E0,2019-05-04,Bournemouth,Tottenham,1.0,0.0,H,0.0,0.0,D,C Pawson,20.0,11.0,6.0,5.0,11.0,12.0,1.0,5.0,0.0,2.0,,,4.0,4.0,1.9,0.008771929824561356,0.24122807017543865,0.24122807017543865,0.5175438596491229
133250,2018-2019,E0,2019-05-04,Cardiff,Crystal Palace,2.0,3.0,A,1.0,2.0,A,M Oliver,18.0,21.0,8.0,7.0,14.0,11.0,0.0,0.0,0.0,0.0,,,2.6,3.75,2.7,0.0072174738841404755,0.3773979107312441,0.2594491927825262,0.3631528964862299
133251,2018-2019,E0,2019-05-04,Newcastle,Liverpool,2.0,3.0,A,1.0,2.0,A,A Marriner,14.0,11.0,7.0,4.0,10.0,4.0,1.0,1.0,0.0,0.0,,,9.5,5.25,1.36,0.010344488672662022,0.09491866922207481,0.18013170180352844,0.7249496289743967
133252,2018-2019,E0,2019-05-04,West Ham,Southampton,3.0,0.0,H,1.0,0.0,H,S Attwell,17.0,11.0,6.0,1.0,2.0,11.0,1.0,1.0,0.0,0.0,,,2.3,3.75,3.1,0.00800997350786973,0.42677263518778247,0.2586566931587969,0.31457067165342056
133253,2018-2019,E0,2019-05-04,Wolves,Fulham,1.0,0.0,H,0.0,0.0,D,J Moss,19.0,6.0,6.0,2.0,10.0,15.0,1.0,3.0,0.0,0.0,,,1.53,4.2,7.5,0.008341114223467136,0.6452536570183629,0.22975412387177094,0.1249922191098662
133254,2018-2019,E0,2019-05-05,Arsenal,Brighton,1.0,1.0,D,1.0,0.0,H,A Taylor,20.0,11.0,8.0,5.0,9.0,14.0,5.0,2.0,0.0,0.0,,,1.4,5.0,9.0,0.00846560846560851,0.7058201058201058,0.1915343915343915,0.1026455026455026
133255,2018-2019,E0,2019-05-05,Chelsea,Watford,3.0,0.0,H,0.0,0.0,D,P Tierney,19.0,15.0,9.0,3.0,6.0,12.0,0.0,1.0,0.0,0.0,,,1.4,5.25,8.0,0.009920634920634885,0.7043650793650794,0.18055555555555558,0.11507936507936511
133256,2018-2019,E0,2019-05-05,Huddersfield,Man United,1.0,1.0,D,0.0,1.0,A,L Mason,7.0,23.0,3.0,7.0,10.0,10.0,1.0,1.0,0.0,0.0,,,11.0,6.0,1.3,0.00893550893550891,0.081973581973582,0.15773115773115776,0.7602952602952603
133257,2018-2019,E0,2019-05-06,Man City,Leicester,1.0,0.0,H,0.0,0.0,D,M Dean,19.0,7.0,5.0,2.0,12.0,5.0,3.0,2.0,0.0,0.0,,,1.12,8.5,17.0,0.023109243697478982,0.8697478991596638,0.09453781512605043,0.035714285714285726
133258,2018-2019,E0,2019-05-12,Brighton,Man City,1.0,4.0,A,1.0,2.0,A,M Oliver,6.0,20.0,2.0,9.0,12.0,8.0,0.0,0.0,0.0,0.0,,,19.0,8.5,1.16,0.010782534429379783,0.04184904451798863,0.10686452439414963,0.8512864310878616
133259,2018-2019,E0,2019-05-12,Burnley,Arsenal,1.0,3.0,A,0.0,0.0,D,M Dean,14.0,17.0,5.0,6.0,11.0,3.0,5.0,1.0,0.0,0.0,,,3.25,3.8,2.2,0.008465218991534776,0.2992270887007729,0.2546926757453073,0.44608023555391974
133260,2018-2019,E0,2019-05-12,Crystal Palace,Bournemouth,5.0,3.0,H,3.0,1.0,H,R East,17.0,16.0,8.0,8.0,11.0,8.0,3.0,0.0,0.0,0.0,,,1.9,4.2,3.8,0.009189640768588081,0.5171261487050961,0.22890559732665,0.253968253968254
133261,2018-2019,E0,2019-05-12,Fulham,Newcastle,0.0,4.0,A,0.0,2.0,A,K Friend,16.0,13.0,2.0,6.0,6.0,8.0,1.0,0.0,0.0,0.0,,,2.5,3.6,2.9,0.007535121328224796,0.3924648786717752,0.270242656449553,0.33729246487867176
133262,2018-2019,E0,2019-05-12,Leicester,Chelsea,0.0,0.0,D,0.0,0.0,D,A Taylor,9.0,14.0,3.0,4.0,9.0,8.0,0.0,1.0,0.0,0.0,,,2.4,3.75,2.9,0.009386973180076641,0.40727969348659004,0.25727969348659,0.33544061302681993
133263,2018-2019,E0,2019-05-12,Liverpool,Wolves,2.0,0.0,H,1.0,0.0,H,M Atkinson,13.0,7.0,5.0,2.0,3.0,11.0,0.0,2.0,0.0,0.0,,,1.3,6.0,11.0,0.00893550893550891,0.7602952602952603,0.15773115773115776,0.081973581973582
133264,2018-2019,E0,2019-05-12,Man United,Cardiff,0.0,2.0,A,0.0,1.0,A,J Moss,26.0,13.0,10.0,4.0,9.0,6.0,3.0,3.0,0.0,0.0,,,1.28,6.5,11.0,0.008668414918414932,0.772581585081585,0.14517773892773891,0.08224067599067598
133265,2018-2019,E0,2019-05-12,Southampton,Huddersfield,1.0,1.0,D,1.0,0.0,H,L Probert,10.0,10.0,3.0,3.0,8.0,6.0,0.0,1.0,0.0,0.0,,,1.44,4.75,8.5,0.007539273019149177,0.6869051714252953,0.2029870427703245,0.11010778580438023
133266,2018-2019,E0,2019-05-12,Tottenham,Everton,2.0,2.0,D,1.0,0.0,H,A Marriner,11.0,17.0,3.0,9.0,10.0,13.0,0.0,2.0,0.0,0.0,,,2.2,3.5,3.5,0.008658008658008587,0.44588744588744594,0.2770562770562771,0.2770562770562771
133267,2018-2019,E0,2019-05-12,Watford,West Ham,1.0,4.0,A,0.0,2.0,A,C Kavanagh,17.0,16.0,8.0,9.0,10.0,10.0,1.0,0.0,1.0,0.0,,,2.25,3.75,3.2,0.007870370370370342,0.43657407407407406,0.2587962962962963,0.30462962962962964
140545,2019-2020,E0,2019-08-09,Liverpool,Norwich,4.0,1.0,H,4.0,0.0,H,M Oliver,15.0,12.0,7.0,5.0,9.0,9.0,0.0,2.0,0.0,0.0,,,1.14,10.0,19.0,0.009941520467836288,0.8672514619883042,0.09005847953216371,0.04269005847953213
140546,2019-2020,E0,2019-08-10,West Ham,Man City,0.0,5.0,A,0.0,1.0,A,M Dean,5.0,14.0,3.0,9.0,6.0,13.0,2.0,2.0,0.0,0.0,,,12.0,6.5,1.22,0.018950539442342745,0.06438279389099058,0.13489561440381112,0.8007215917051983
140547,2019-2020,E0,2019-08-10,Bournemouth,Sheffield United,1.0,1.0,D,0.0,0.0,D,K Friend,13.0,8.0,3.0,3.0,10.0,19.0,2.0,1.0,0.0,0.0,,,1.95,3.6,3.6,0.02279202279202286,0.49002849002849,0.25498575498575493,0.25498575498575493
140548,2019-2020,E0,2019-08-10,Burnley,Southampton,3.0,0.0,H,0.0,0.0,D,G Scott,10.0,11.0,4.0,3.0,6.0,12.0,0.0,0.0,0.0,0.0,,,2.62,3.2,2.75,0.019271917649780274,0.3624074716631968,0.29322808235021974,0.3443644459865834
140549,2019-2020,E0,2019-08-10,Crystal Palace,Everton,0.0,0.0,D,0.0,0.0,D,J Moss,6.0,10.0,2.0,3.0,16.0,14.0,2.0,1.0,0.0,1.0,,,3.0,3.25,2.37,0.02098885643189437,0.31234447690143896,0.28670345126041336,0.4009520718381478
140550,2019-2020,E0,2019-08-10,Watford,Brighton,0.0,3.0,A,0.0,1.0,A,C Pawson,11.0,5.0,3.0,3.0,15.0,11.0,0.0,1.0,0.0,0.0,,,1.9,3.4,4.0,0.023477812177502555,0.5028379772961816,0.270639834881321,0.22652218782249744
140551,2019-2020,E0,2019-08-10,Tottenham,Aston Villa,3.0,1.0,H,0.0,1.0,A,C Kavanagh,31.0,7.0,7.0,4.0,13.0,9.0,1.0,0.0,0.0,0.0,,,1.3,5.25,10.0,0.019902319902319904,0.7493284493284492,0.17057387057387055,0.0800976800976801
140552,2019-2020,E0,2019-08-11,Leicester,Wolves,0.0,0.0,D,0.0,0.0,D,A Marriner,15.0,8.0,1.0,2.0,3.0,13.0,0.0,2.0,0.0,0.0,,,2.2,3.2,3.4,0.020387700534759395,0.4341577540106951,0.2921122994652406,0.2737299465240641
140553,2019-2020,E0,2019-08-11,Newcastle,Arsenal,0.0,1.0,A,0.0,0.0,D,M Atkinson,9.0,8.0,2.0,2.0,12.0,7.0,1.0,3.0,0.0,0.0,,,4.5,3.75,1.72,0.023428079242032718,0.1987941429801895,0.24323858742463395,0.5579672695951766
140554,2019-2020,E0,2019-08-11,Man United,Chelsea,4.0,0.0,H,1.0,0.0,H,A Taylor,11.0,18.0,5.0,7.0,15.0,13.0,3.0,4.0,0.0,0.0,,,2.1,3.3,3.5,0.02164502164502169,0.4545454545454545,0.28138528138528135,0.264069264069264
140555,2019-2020,E0,2019-08-17,Arsenal,Burnley,2.0,1.0,H,1.0,1.0,D,M Dean,16.0,18.0,9.0,5.0,13.0,11.0,2.0,1.0,0.0,0.0,,,1.3,5.5,10.0,0.017016317016317044,0.7522144522144522,0.1648018648018648,0.08298368298368296
140556,2019-2020,E0,2019-08-17,Aston Villa,Bournemouth,1.0,2.0,A,0.0,2.0,A,M Atkinson,22.0,12.0,7.0,4.0,10.0,13.0,0.0,2.0,0.0,0.0,,,2.3,3.4,3.1,0.01716030030525532,0.4176223083903969,0.2769573467535682,0.305420344856035
140557,2019-2020,E0,2019-08-17,Brighton,West Ham,1.0,1.0,D,0.0,0.0,D,A Taylor,16.0,8.0,4.0,3.0,11.0,10.0,0.0,2.0,0.0,0.0,,,2.55,3.25,2.87,0.01609374206217821,0.37606312068291986,0.2915985656301295,0.33233831368695066
140558,2019-2020,E0,2019-08-17,Everton,Watford,1.0,0.0,H,1.0,0.0,H,L Mason,12.0,8.0,2.0,2.0,11.0,11.0,2.0,3.0,0.0,0.0,,,1.72,3.8,4.75,0.01835985312117505,0.5630354957160343,0.24479804161566704,0.19216646266829862
140559,2019-2020,E0,2019-08-17,Norwich,Newcastle,3.0,1.0,H,1.0,0.0,H,S Attwell,15.0,10.0,8.0,3.0,9.0,11.0,1.0,3.0,0.0,0.0,,,2.25,3.3,3.3,0.016835016835016797,0.4276094276094276,0.2861952861952862,0.2861952861952862
140560,2019-2020,E0,2019-08-17,Southampton,Liverpool,1.0,2.0,A,0.0,1.0,A,A Marriner,14.0,15.0,3.0,6.0,10.0,6.0,2.0,1.0,0.0,0.0,,,6.5,4.75,1.44,0.019605638026690613,0.13424051581946325,0.19092067776278307,0.6748388064177538
140561,2019-2020,E0,2019-08-17,Man City,Tottenham,2.0,2.0,D,2.0,1.0,H,M Oliver,30.0,3.0,10.0,2.0,14.0,4.0,1.0,0.0,0.0,0.0,,,1.36,5.25,8.0,0.01692343604108304,0.7183706816059757,0.17355275443510743,0.10807656395891696
140562,2019-2020,E0,2019-08-18,Sheffield United,Crystal Palace,1.0,0.0,H,0.0,0.0,D,D Coote,15.0,6.0,3.0,4.0,16.0,11.0,3.0,1.0,0.0,0.0,,,2.55,3.1,2.9,0.01985503137109501,0.3723018313740031,0.3027256137901953,0.32497255483580156
140563,2019-2020,E0,2019-08-18,Chelsea,Leicester,1.0,1.0,D,1.0,0.0,H,O Langford,14.0,12.0,5.0,3.0,9.0,14.0,1.0,0.0,0.0,0.0,,,1.7,3.75,5.0,0.01830065359477125,0.5699346405228758,0.2483660130718954,0.18169934640522875
140564,2019-2020,E0,2019-08-19,Wolves,Man United,1.0,1.0,D,0.0,1.0,A,J Moss,6.0,9.0,2.0,2.0,17.0,8.0,2.0,2.0,0.0,0.0,,,3.3,3.3,2.25,0.01683501683501687,0.28619528619528617,0.28619528619528617,0.42760942760942755
140565,2019-2020,E0,2019-08-23,Aston Villa,Everton,2.0,0.0,H,1.0,0.0,H,M Oliver,7.0,12.0,3.0,1.0,10.0,18.0,2.0,3.0,0.0,0.0,,,3.25,3.5,2.15,0.019507624158786967,0.2881846835335207,0.2662066615554987,0.44560865491098045
140566,2019-2020,E0,2019-08-24,Norwich,Chelsea,2.0,3.0,A,2.0,2.0,D,M Atkinson,6.0,23.0,5.0,8.0,9.0,9.0,1.0,1.0,0.0,0.0,,,4.33,3.75,1.8,0.01772303481310411,0.21322384740398595,0.24894363185356255,0.5378325207424515
140567,2019-2020,E0,2019-08-24,Brighton,Southampton,0.0,2.0,A,0.0,0.0,D,K Friend,12.0,12.0,3.0,4.0,9.0,10.0,1.0,3.0,1.0,0.0,,,2.4,3.3,3.0,0.017676767676767662,0.398989898989899,0.28535353535353536,0.31565656565656564
140568,2019-2020,E0,2019-08-24,Man United,Crystal Palace,1.0,2.0,A,0.0,1.0,A,P Tierney,22.0,5.0,3.0,3.0,8.0,18.0,2.0,4.0,0.0,0.0,,,1.33,5.25,9.0,0.017822333611807295,0.734057365636313,0.17265385686438317,0.09328877749930381
140569,2019-2020,E0,2019-08-24,Sheffield United,Leicester,1.0,2.0,A,0.0,1.0,A,A Madley,8.0,10.0,3.0,2.0,11.0,6.0,1.0,0.0,0.0,0.0,,,3.3,3.3,2.25,0.01683501683501687,0.28619528619528617,0.28619528619528617,0.42760942760942755
140570,2019-2020,E0,2019-08-24,Watford,West Ham,1.0,3.0,A,1.0,1.0,D,C Kavanagh,23.0,16.0,3.0,10.0,12.0,11.0,1.0,1.0,0.0,0.0,,,2.05,3.5,3.5,0.019744483159117365,0.46806039488966317,0.26596980255516833,0.26596980255516833
140571,2019-2020,E0,2019-08-24,Liverpool,Arsenal,3.0,1.0,H,1.0,0.0,H,A Taylor,25.0,9.0,5.0,3.0,8.0,5.0,1.0,1.0,0.0,0.0,,,1.5,4.6,6.0,0.016908212560386476,0.6497584541062802,0.20048309178743964,0.1497584541062802
140572,2019-2020,E0,2019-08-25,Bournemouth,Man City,1.0,3.0,A,1.0,2.0,A,A Marriner,10.0,19.0,7.0,5.0,7.0,13.0,1.0,3.0,0.0,0.0,,,15.0,7.5,1.16,0.020689655172413834,0.04597701149425283,0.1126436781609195,0.8413793103448276
140573,2019-2020,E0,2019-08-25,Tottenham,Newcastle,0.0,1.0,A,0.0,1.0,A,M Dean,17.0,8.0,2.0,3.0,10.0,5.0,2.0,2.0,0.0,0.0,,,1.2,6.5,14.0,0.01953601953601954,0.8137973137973138,0.1343101343101343,0.05189255189255189
140574,2019-2020,E0,2019-08-25,Wolves,Burnley,1.0,1.0,D,0.0,1.0,A,C Pawson,17.0,13.0,2.0,4.0,9.0,11.0,0.0,2.0,0.0,0.0,,,1.85,3.4,4.5,0.01896013660719535,0.5215804039333451,0.2751575104516282,0.20326208561502687
140575,2019-2020,E0,2019-08-31,Southampton,Man United,1.0,1.0,D,0.0,1.0,A,M Dean,10.0,21.0,2.0,8.0,17.0,7.0,1.0,2.0,1.0,0.0,,,3.8,3.3,2.05,0.017997691938641907,0.2451602027982002,0.2850326110916611,0.4698071861101386
140576,2019-2020,E0,2019-08-31,Chelsea,Sheffield United,2.0,2.0,D,2.0,0.0,H,S Attwell,13.0,8.0,5.0,2.0,6.0,11.0,0.0,1.0,0.0,0.0,,,1.36,4.75,9.0,0.018977181515881163,0.7163169361311776,0.19154913427359252,0.09213392959522994
140577,2019-2020,E0,2019-08-31,Crystal Palace,Aston Villa,1.0,0.0,H,0.0,0.0,D,K Friend,22.0,10.0,5.0,2.0,15.0,16.0,2.0,4.0,0.0,1.0,,,2.15,3.3,3.5,0.01795362260478539,0.44716265646498204,0.28507668042551765,0.2677606631095003
140578,2019-2020,E0,2019-08-31,Leicester,Bournemouth,3.0,1.0,H,2.0,1.0,H,P Bankes,13.0,8.0,5.0,2.0,9.0,11.0,1.0,3.0,0.0,0.0,,,1.7,4.0,4.75,0.016253869969040213,0.5719814241486069,0.2337461300309598,0.19427244582043346
140579,2019-2020,E0,2019-08-31,Man City,Brighton,4.0,0.0,H,2.0,0.0,H,J Moss,15.0,6.0,6.0,2.0,10.0,6.0,1.0,1.0,0.0,0.0,,,1.08,10.0,26.0,0.021462488129154817,0.904463437796771,0.07853751187084519,0.016999050332383647
140580,2019-2020,E0,2019-08-31,Newcastle,Watford,1.0,1.0,D,1.0,1.0,D,G Scott,13.0,13.0,5.0,3.0,5.0,11.0,2.0,3.0,0.0,0.0,,,2.5,3.25,2.87,0.018708121147145523,0.3812918788528545,0.28898418654516217,0.32972393460198335
140581,2019-2020,E0,2019-08-31,West Ham,Norwich,2.0,0.0,H,1.0,0.0,H,P Tierney,18.0,8.0,8.0,3.0,16.0,10.0,2.0,1.0,0.0,0.0,,,1.85,3.9,3.9,0.017787017787017783,0.5227535227535227,0.23862323862323867,0.23862323862323867
140582,2019-2020,E0,2019-08-31,Burnley,Liverpool,0.0,3.0,A,0.0,2.0,A,C Kavanagh,7.0,15.0,2.0,7.0,10.0,16.0,0.0,0.0,0.0,0.0,,,9.5,5.5,1.3,0.018770702981229254,0.08649245491350759,0.16304747883695256,0.7504600662495399
140583,2019-2020,E0,2019-09-01,Everton,Wolves,3.0,2.0,H,2.0,1.0,H,A Taylor,15.0,8.0,6.0,5.0,12.0,12.0,1.0,4.0,0.0,1.0,,,2.2,3.25,3.5,0.015984015984016036,0.4385614385614385,0.29170829170829166,0.26973026973026965
140584,2019-2020,E0,2019-09-01,Arsenal,Tottenham,2.0,2.0,D,1.0,2.0,A,M Atkinson,26.0,13.0,8.0,9.0,13.0,19.0,3.0,5.0,0.0,0.0,,,2.37,3.6,2.8,0.018953854396892345,0.4029870738731498,0.25882392338088545,0.3381890027459648
140585,2019-2020,E0,2019-09-14,Liverpool,Newcastle,3.0,1.0,H,2.0,1.0,H,A Marriner,21.0,8.0,9.0,1.0,5.0,4.0,0.0,0.0,0.0,0.0,,,1.14,8.5,17.0,0.017887856897144856,0.8593051255589955,0.09975920192638456,0.04093567251461985
140586,2019-2020,E0,2019-09-14,Brighton,Burnley,1.0,1.0,D,0.0,0.0,D,M Oliver,14.0,7.0,5.0,1.0,13.0,7.0,0.0,2.0,0.0,0.0,,,2.15,3.3,3.5,0.01795362260478539,0.44716265646498204,0.28507668042551765,0.2677606631095003
140587,2019-2020,E0,2019-09-14,Man United,Leicester,1.0,0.0,H,1.0,0.0,H,M Atkinson,10.0,9.0,5.0,3.0,14.0,14.0,1.0,2.0,0.0,0.0,,,1.95,3.5,4.0,0.016178266178266194,0.4966422466422467,0.2695360195360195,0.2338217338217338
140588,2019-2020,E0,2019-09-14,Sheffield United,Southampton,0.0,1.0,A,0.0,0.0,D,L Mason,17.0,11.0,4.0,7.0,10.0,7.0,1.0,1.0,1.0,0.0,,,2.45,3.2,3.0,0.017998866213151905,0.3901643990929705,0.2945011337868481,0.3153344671201814
140589,2019-2020,E0,2019-09-14,Tottenham,Crystal Palace,4.0,0.0,H,4.0,0.0,H,C Pawson,13.0,11.0,5.0,6.0,19.0,11.0,4.0,2.0,0.0,0.0,,,1.36,5.25,8.0,0.01692343604108304,0.7183706816059757,0.17355275443510743,0.10807656395891696
140590,2019-2020,E0,2019-09-14,Wolves,Chelsea,2.0,5.0,A,0.0,3.0,A,G Scott,11.0,15.0,4.0,6.0,8.0,11.0,1.0,2.0,0.0,0.0,,,2.9,3.3,2.5,0.015952629745733155,0.32887495646116344,0.2870776732845699,0.3840473702542669
